pair_key,drug_1_id,drug_1_name,drug_2_id,drug_2_name,twosides_num_signals,twosides_max_prr,twosides_mean_prr,twosides_total_coreports,twosides_mean_report_freq,twosides_found,twosides_top_condition,twosides_mapping_source,twosides_mapping_status
DB00007||DB01041,DB00007,Leuprolide,DB01041,Thalidomide,133,70.0,12.68659827819549,317.0,0.05674902406015037,1,Bone disorder,exact_name,mapped
DB00007||DB06700,DB00007,Leuprolide,DB06700,Desvenlafaxine,23,20.0,7.876812608695651,33.0,0.1195652347826087,1,Arthralgia,exact_name,mapped
DB00007||DB11783,DB00007,Leuprolide,DB11783,Imidapril,10,30.0,13.0,17.0,0.16999999999999998,1,Insomnia,exact_name,mapped
DB00008||DB00099,DB00008,Peginterferon alfa-2a,DB00099,Filgrastim,522,49.5238,5.159418183908046,2317.0,0.01098687501915709,1,White blood cell count decreased,exact_name,mapped
DB00008||DB00254,DB00008,Peginterferon alfa-2a,DB00254,Doxycycline,79,30.0,7.553648481012659,136.0,0.05738395063291139,1,Photophobia,exact_name,mapped
DB00008||DB00310,DB00008,Peginterferon alfa-2a,DB00310,Chlorthalidone,41,30.0,6.854837146341463,75.0,0.07317073170731707,1,Dehydration,exact_name,mapped
DB00008||DB00492,DB00008,Peginterferon alfa-2a,DB00492,Fosinopril,20,10.0,6.9875,25.0,0.078125,1,Anaemia,exact_name,mapped
DB00008||DB00811,DB00008,Peginterferon alfa-2a,DB00811,Ribavirin,4015,284.667,2.4799566455790787,145441.0,0.0010873629913325032,1,Anal pruritus,exact_name,mapped
DB00008||DB01544,DB00008,Peginterferon alfa-2a,DB01544,Flunitrazepam,30,25.0,7.250396666666666,39.0,0.09999998666666667,1,Pyrexia,exact_name,mapped
DB00008||DB01609,DB00008,Peginterferon alfa-2a,DB01609,Deferasirox,10,20.0,10.333333,14.0,0.14,1,Pancytopenia,exact_name,mapped
DB00008||DB13867,DB00008,Peginterferon alfa-2a,DB13867,Fluticasone,273,40.0,5.712700402930403,873.0,0.01859187271062271,1,Haemorrhoids,exact_name,mapped
DB00009||DB00208,DB00009,Alteplase,DB00208,Ticlopidine,13,20.0,8.397436153846154,21.0,0.10769225384615384,1,Coma,exact_name,mapped
DB00009||DB00438,DB00009,Alteplase,DB00438,Ceftazidime,30,40.0,10.227777666666666,40.0,0.09523809333333334,1,Hypotension,exact_name,mapped
DB00009||DB00635,DB00009,Alteplase,DB00635,Prednisone,147,40.0,9.413622421768707,282.0,0.049188889795918365,1,Tachycardia,exact_name,mapped
DB00009||DB00646,DB00009,Alteplase,DB00646,Nystatin,90,40.0,8.810633777777777,134.0,0.05317462666666667,1,Respiratory failure,exact_name,mapped
DB00009||DB00883,DB00009,Alteplase,DB00883,Isosorbide dinitrate,45,20.0,8.387654222222222,56.0,0.09572648,1,Oedema peripheral,exact_name,mapped
DB00012||DB00047,DB00012,Darbepoetin alfa,DB00047,Insulin glargine,580,160.0,7.4116283362068955,1793.0,0.010846943586206897,1,Nephrogenic systemic fibrosis,exact_name,mapped
DB00012||DB00051,DB00012,Darbepoetin alfa,DB00051,Adalimumab,60,30.0,7.30224765,82.0,0.045555530000000004,1,Sepsis,exact_name,mapped
DB00012||DB00165,DB00012,Darbepoetin alfa,DB00165,Pyridoxine,184,60.0,10.016444108695653,370.0,0.03723831847826087,1,Leukopenia,exact_name|rxcui,mapped
DB00012||DB00207,DB00012,Darbepoetin alfa,DB00207,Azithromycin,219,50.0,8.48925790410959,473.0,0.030854511415525115,1,Pleural effusion,exact_name,mapped
DB00012||DB00273,DB00012,Darbepoetin alfa,DB00273,Topiramate,38,60.0,12.657058421052632,68.0,0.0941828,1,Staphylococcal infection,exact_name,mapped
DB00012||DB00454,DB00012,Darbepoetin alfa,DB00454,Meperidine,158,60.0,15.99914512658228,403.0,0.12753164556962024,1,Dental caries,exact_name,mapped
DB00012||DB00557,DB00012,Darbepoetin alfa,DB00557,Hydroxyzine,287,30.0,6.044901212543554,593.0,0.0175101981184669,1,Purpura,exact_name,mapped
DB00012||DB00889,DB00012,Darbepoetin alfa,DB00889,Granisetron,396,80.0,9.167154196969696,1064.0,0.017561229545454547,1,Pain in jaw,exact_name,mapped
DB00012||DB00924,DB00012,Darbepoetin alfa,DB00924,Cyclobenzaprine,161,40.0,8.494435708074533,275.0,0.04494934161490683,1,Pancytopenia,exact_name,mapped
DB00012||DB00988,DB00012,Darbepoetin alfa,DB00988,Dopamine,48,20.0,8.910217916666667,62.0,0.09935895208333334,1,Atrial fibrillation,exact_name,mapped
DB00012||DB01030,DB00012,Darbepoetin alfa,DB01030,Topotecan,68,60.0,9.14442226470588,161.0,0.04932597205882353,1,Thrombocytopenia,exact_name,mapped
DB00012||DB12319,DB00012,Darbepoetin alfa,DB12319,Benzbromarone,22,20.0,9.494949545454546,30.0,0.06818181818181818,1,Influenza,exact_name,mapped
DB00012||DB14513,DB00012,Darbepoetin alfa,DB14513,Magnesium,253,35.0,7.427378272727273,537.0,0.02332448577075099,1,Haemoglobin decreased,exact_name,mapped
DB00014||DB00275,DB00014,Goserelin,DB00275,Olmesartan,22,10.0,7.958874545454545,24.0,0.07272727272727272,1,Neutropenia,exact_name,mapped
DB00014||DB00646,DB00014,Goserelin,DB00646,Nystatin,27,20.0,8.67283925925926,34.0,0.12592592592592594,1,Asthenia,exact_name,mapped
DB00014||DB01175,DB00014,Goserelin,DB01175,Escitalopram,146,40.0,11.201314184931507,270.0,0.06849311643835616,1,Tachycardia,exact_name,mapped
DB00014||DB01234,DB00014,Goserelin,DB01234,Dexamethasone,363,110.0,8.280975961432507,910.0,0.018848782369146007,1,Prostate cancer,exact_name,mapped
DB00014||DB01259,DB00014,Goserelin,DB01259,Lapatinib,53,45.0,8.580975773584905,109.0,0.05273340566037736,1,Pleural effusion,exact_name,mapped
DB00014||DB09401,DB00014,Goserelin,DB09401,Isosorbide,66,40.0,6.1039563787878794,92.0,0.038720560606060606,1,Supraventricular tachycardia,exact_name,mapped
DB00015||DB00727,DB00015,Reteplase,DB00727,Nitroglycerin,56,40.0,10.514703857142857,83.0,0.044913405357142853,1,Coronary artery stenosis,exact_name,mapped
DB00016||DB00073,DB00016,Erythropoietin,DB00073,Rituximab,374,60.0,7.249337604278075,855.0,0.015766183155080216,1,Bone marrow failure,exact_name|rxcui,mapped
DB00016||DB00225,DB00016,Erythropoietin,DB00225,Gadodiamide,349,910.0,20.67272489111748,3031.0,0.023664344785100287,1,Skin tightness,exact_name|rxcui,mapped
DB00016||DB00715,DB00016,Erythropoietin,DB00715,Paroxetine,615,140.0,9.611591346341463,2009.0,0.017468809333333335,1,Cellulitis,exact_name|rxcui,mapped
DB00016||DB00794,DB00016,Erythropoietin,DB00794,Primidone,28,10.0,6.836734285714286,31.0,0.07908164285714285,1,Oedema peripheral,exact_name|rxcui,mapped
DB00016||DB00951,DB00016,Erythropoietin,DB00951,Isoniazid,72,20.0,8.327931847222223,95.0,0.07330248888888888,1,Lymphadenopathy,exact_name|rxcui,mapped
DB00016||DB01023,DB00016,Erythropoietin,DB01023,Felodipine,202,60.0,6.577020544554456,445.0,0.022029702970297032,1,Aplasia pure red cell,exact_name|rxcui,mapped
DB00016||DB01217,DB00016,Erythropoietin,DB01217,Anastrozole,382,150.0,11.956074183246074,1093.0,0.028901561518324608,1,Impaired healing,exact_name|rxcui,mapped
DB00016||DB01406,DB00016,Erythropoietin,DB01406,Danazol,68,30.0,7.068093397058824,100.0,0.05656109411764706,1,Anaemia,exact_name|rxcui,mapped
DB00016||DB06210,DB00016,Erythropoietin,DB06210,Eltrombopag,33,20.0,7.184047666666667,45.0,0.05244755454545454,1,Hepatic failure,exact_name|rxcui,mapped
DB00016||DB09153,DB00016,Erythropoietin,DB09153,Sodium chloride,610,174.0,6.045728459016393,2433.0,0.006888644524590164,1,Peritonitis bacterial,exact_name|rxcui,mapped
DB00016||DB09321,DB00016,Erythropoietin,DB09321,Zinc oxide,44,30.0,9.223484772727273,52.0,0.11818181818181818,1,Oedema peripheral,exact_name|rxcui,mapped
DB00017||DB00158,DB00017,Salmon calcitonin,DB00158,Folic acid,342,70.0,7.531692926900584,759.0,0.020175433801169592,1,Osteoporosis,exact_name,mapped
DB00017||DB00218,DB00017,Salmon calcitonin,DB00218,Moxifloxacin,75,30.0,9.930899333333333,116.0,0.11897430266666667,1,Weight decreased,exact_name,mapped
DB00017||DB00273,DB00017,Salmon calcitonin,DB00273,Topiramate,65,40.0,7.471328323076923,89.0,0.06223775076923078,1,Convulsion,exact_name,mapped
DB00017||DB00675,DB00017,Salmon calcitonin,DB00675,Tamoxifen,59,20.0,9.50363186440678,83.0,0.08792372881355932,1,Fall,exact_name,mapped
DB00017||DB01104,DB00017,Salmon calcitonin,DB01104,Sertraline,255,40.0,8.122640207843137,487.0,0.02808536156862745,1,Osteoarthritis,exact_name,mapped
DB00017||DB01137,DB00017,Salmon calcitonin,DB01137,Levofloxacin,210,60.0,11.132344671428573,433.0,0.05154761904761905,1,Cellulitis,exact_name,mapped
DB00019||DB00163,DB00019,Pegfilgrastim,DB00163,Vitamin E,40,30.0,11.96666675,77.0,0.1749998725,1,Fall,exact_name,mapped
DB00019||DB00515,DB00019,Pegfilgrastim,DB00515,Cisplatin,613,64.0,5.577374877650898,2693.0,0.007085722316476345,1,Febrile neutropenia,exact_name,mapped
DB00019||DB00868,DB00019,Pegfilgrastim,DB00868,Benzonatate,63,50.0,10.002058349206349,147.0,0.06140354603174603,1,Pancytopenia,exact_name,mapped
DB00019||DB00938,DB00019,Pegfilgrastim,DB00938,Salmeterol,105,40.0,7.950574209523809,152.0,0.04136054476190476,1,White blood cell count decreased,exact_name,mapped
DB00019||DB01017,DB00019,Pegfilgrastim,DB01017,Minocycline,10,20.0,7.166666000000001,14.0,0.14,1,Vomiting,exact_name,mapped
DB00019||DB01136,DB00019,Pegfilgrastim,DB01136,Carvedilol,198,90.0,8.573294742424244,380.0,0.029078659595959594,1,Pancytopenia,exact_name,mapped
DB00019||DB01229,DB00019,Pegfilgrastim,DB01229,Paclitaxel,1005,90.0,5.011301035820896,5914.0,0.004718986810945273,1,Alveolitis allergic,exact_name,mapped
DB00019||DB02546,DB00019,Pegfilgrastim,DB02546,Vorinostat,33,40.0,13.989899090909091,63.0,0.1735535818181818,1,Vomiting,exact_name,mapped
DB00019||DB09341,DB00019,Pegfilgrastim,DB09341,"Dextrose, unspecified form",17,20.0,11.456582941176471,25.0,0.0773993294117647,1,Thrombocytopenia,exact_name|rxcui,mapped
DB00020||DB00440,DB00020,Sargramostim,DB00440,Trimethoprim,20,20.0,6.6714285,23.0,0.06052630999999999,1,Gastrointestinal haemorrhage,exact_name,mapped
DB00022||DB00169,DB00022,Peginterferon alfa-2b,DB00169,Cholecalciferol,33,20.0,6.990138181818182,50.0,0.0946969696969697,1,Pancytopenia,exact_name,mapped
DB00022||DB00208,DB00022,Peginterferon alfa-2b,DB00208,Ticlopidine,5,10.0,6.666666000000001,6.0,0.12000000000000002,1,Anaemia,exact_name,mapped
DB00022||DB00389,DB00022,Peginterferon alfa-2b,DB00389,Carbimazole,10,30.0,11.2,16.0,0.0888889,1,Decreased appetite,exact_name,mapped
DB00022||DB00557,DB00022,Peginterferon alfa-2b,DB00557,Hydroxyzine,212,40.0,6.587280806603774,432.0,0.018867924056603775,1,Drug eruption,exact_name,mapped
DB00022||DB00741,DB00022,Peginterferon alfa-2b,DB00741,Hydrocortisone,105,25.0,6.938555019047619,195.0,0.02813850761904762,1,Drug eruption,exact_name,mapped
DB00023||DB09153,DB00023,Asparaginase Escherichia coli,DB09153,Sodium chloride,43,60.0,12.521317674418604,87.0,0.1011627906976744,1,Hypokalaemia,exact_name|rxcui,mapped
DB00030||DB00169,DB00030,Insulin human,DB00169,Cholecalciferol,63,90.0,10.536349682539683,112.0,0.05228761269841269,1,Renal disorder,exact_name|rxcui,mapped
DB00030||DB00319,DB00030,Insulin human,DB00319,Piperacillin,244,50.0,5.994253299180328,524.0,0.016269247213114756,1,Stevens-Johnson syndrome,exact_name|rxcui,mapped
DB00030||DB00330,DB00030,Insulin human,DB00330,Ethambutol,16,20.0,8.25,20.0,0.104166725,1,Blood bilirubin increased,exact_name|rxcui,mapped
DB00030||DB00422,DB00030,Insulin human,DB00422,Methylphenidate,34,20.0,9.354574999999999,46.0,0.10407236176470588,1,Tachycardia,exact_name|rxcui,mapped
DB00030||DB00598,DB00030,Insulin human,DB00598,Labetalol,118,70.0,10.430736805084747,236.0,0.05,1,Anhedonia,exact_name|rxcui,mapped
DB00030||DB00627,DB00030,Insulin human,DB00627,Niacin,270,70.0,7.701656544444445,586.0,0.02494681333333333,1,Diabetes mellitus inadequate control,exact_name|rxcui,mapped
DB00030||DB00722,DB00030,Insulin human,DB00722,Lisinopril,1057,150.0,6.636654400189215,4475.0,0.006688279649952697,1,Blood glucose fluctuation,exact_name|rxcui,mapped
DB00030||DB01069,DB00030,Insulin human,DB01069,Promethazine,516,60.0,8.276018957364341,1496.0,0.01945787222868217,1,Diabetic neuropathy,exact_name|rxcui,mapped
DB00030||DB11074,DB00030,Insulin human,DB11074,Dimethicone,10,15.0,7.8,21.0,0.17500016000000002,1,Pneumonia,exact_name|rxcui,mapped
DB00030||DB11126,DB00030,Insulin human,DB11126,Calcium gluconate,175,40.0,7.431582897142857,334.0,0.028067234285714285,1,Leukocytosis,exact_name|rxcui,mapped
DB00030||DB15819,DB00030,Insulin human,DB15819,Potassium aspartate,8,10.0,10.0,9.0,0.1125,1,Anaemia,exact_name|rxcui,mapped
DB00033||DB00531,DB00033,Interferon gamma-1b,DB00531,Cyclophosphamide,10,30.0,13.833333,21.0,0.17499995,1,Mucosal inflammation,exact_name,mapped
DB00033||DB01050,DB00033,Interferon gamma-1b,DB01050,Ibuprofen,91,40.0,8.89667154945055,157.0,0.045401982417582414,1,Confusional state,exact_name,mapped
DB00033||DB09140,DB00033,Interferon gamma-1b,DB09140,Oxygen,41,20.0,7.801393414634146,54.0,0.08780482926829268,1,Oxygen saturation decreased,exact_name,mapped
DB00034||DB00363,DB00034,Interferon alfa-2a,DB00363,Clozapine,13,50.0,15.538459230769233,34.0,0.20118343846153847,1,Neutropenia,exact_name,mapped
DB00034||DB00619,DB00034,Interferon alfa-2a,DB00619,Imatinib,6,10.0,8.75,8.0,0.13333333333333333,1,Vision blurred,exact_name,mapped
DB00034||DB00695,DB00034,Interferon alfa-2a,DB00695,Furosemide,47,20.0,8.178924319148937,63.0,0.06092840638297873,1,Hypothyroidism,exact_name,mapped
DB00035||DB00176,DB00035,Desmopressin,DB00176,Fluvoxamine,11,10.0,5.984848181818182,11.0,0.1,1,Aspartate aminotransferase increased,exact_name,mapped
DB00035||DB00396,DB00035,Desmopressin,DB00396,Progesterone,37,20.0,6.967808135135135,50.0,0.06142505945945947,1,Convulsion,exact_name,mapped
DB00035||DB00959,DB00035,Desmopressin,DB00959,Methylprednisolone,102,30.0,8.378710529411764,141.0,0.03839872156862745,1,Cough,exact_name,mapped
DB00035||DB01009,DB00035,Desmopressin,DB01009,Ketoprofen,8,35.0,15.41666625,19.0,0.1979167375,1,Hyponatraemia,exact_name,mapped
DB00039||DB00904,DB00039,Palifermin,DB00904,Ondansetron,40,30.0,8.91101325,80.0,0.0769231225,1,Jaundice,exact_name,mapped
DB00040||DB00758,DB00040,Glucagon,DB00758,Clopidogrel,59,30.0,7.865213389830509,87.0,0.07372881355932204,1,Diabetes mellitus,exact_name,mapped
DB00040||DB00864,DB00040,Glucagon,DB00864,Tacrolimus,18,20.0,10.777777777777779,24.0,0.13333333333333336,1,Constipation,exact_name,mapped
DB00040||DB01377,DB00040,Glucagon,DB01377,Magnesium oxide,40,20.0,7.864582749999999,51.0,0.11590904750000001,1,Blood pressure decreased,exact_name,mapped
DB00040||DB09401,DB00040,Glucagon,DB09401,Isosorbide,33,10.0,7.207070303030304,41.0,0.1035354090909091,1,Anaemia,exact_name,mapped
DB00041||DB00649,DB00041,Aldesleukin,DB00649,Stavudine,19,30.0,7.364661578947369,27.0,0.0835913157894737,1,Lymphadenopathy,exact_name,mapped
DB00043||DB00162,DB00043,Omalizumab,DB00162,Vitamin A,63,30.0,7.1201136825396825,88.0,0.039909288888888894,1,Exposure during pregnancy,exact_name,mapped
DB00043||DB00668,DB00043,Omalizumab,DB00668,Epinephrine,357,137.5,7.641267921568628,1410.0,0.015610987338935576,1,Anaphylactic reaction,exact_name,mapped
DB00043||DB00972,DB00043,Omalizumab,DB00972,Azelastine,205,63.3333,5.628733063414635,591.0,0.015583384292682927,1,Anaphylactic reaction,exact_name,mapped
DB00043||DB00999,DB00043,Omalizumab,DB00999,Hydrochlorothiazide,280,40.0,5.869739053571429,758.0,0.014633201249999998,1,Viral infection,exact_name,mapped
DB00043||DB01373,DB00043,Omalizumab,DB01373,Calcium,109,55.0,5.947872146788991,195.0,0.02555699266055046,1,Asthma,exact_name,mapped
DB00043||DB14513,DB00043,Omalizumab,DB14513,Magnesium,7,10.0,7.6224485714285715,12.0,0.17142857142857143,1,Vomiting,exact_name,mapped
DB00046||DB00181,DB00046,Insulin lispro,DB00181,Baclofen,176,30.0,6.360911056818182,295.0,0.024291860795454544,1,Visual acuity reduced,exact_name,mapped
DB00046||DB00316,DB00046,Insulin lispro,DB00316,Acetaminophen,1306,80.0,6.35363306661562,5903.0,0.005010984732006125,1,Impaired gastric emptying,exact_name,mapped
DB00046||DB00343,DB00046,Insulin lispro,DB00343,Diltiazem,650,60.0,6.580104172307692,2134.0,0.00951616776923077,1,Myocardial ischaemia,exact_name,mapped
DB00046||DB00503,DB00046,Insulin lispro,DB00503,Ritonavir,53,20.0,6.921914547169811,77.0,0.05811320754716981,1,Atrioventricular block complete,exact_name,mapped
DB00046||DB00654,DB00046,Insulin lispro,DB00654,Latanoprost,231,30.0,6.799098588744589,451.0,0.02169310735930736,1,Vitreous haemorrhage,exact_name,mapped
DB00046||DB00962,DB00046,Insulin lispro,DB00962,Zaleplon,52,30.0,13.857600961538461,99.0,0.1903846153846154,1,Oedema peripheral,exact_name,mapped
DB00046||DB01395,DB00046,Insulin lispro,DB01395,Drospirenone,10,30.0,9.916666000000001,17.0,0.17,1,Cerebrovascular accident,exact_name,mapped
DB00046||DB01590,DB00046,Insulin lispro,DB01590,Everolimus,98,30.0,7.160079724489796,163.0,0.04264781836734694,1,Hyperglycaemia,exact_name,mapped
DB00046||DB09064,DB00046,Insulin lispro,DB09064,Ciprofibrate,18,20.0,7.25925888888889,20.0,0.1010100888888889,1,Blood glucose increased,exact_name,mapped
DB00046||DB09517,DB00046,Insulin lispro,DB09517,Sodium ferric gluconate complex,25,10.0,6.880952,30.0,0.085714304,1,Malaise,exact_name,mapped
DB00046||DB14498,DB00046,Insulin lispro,DB14498,Potassium acetate,34,40.0,9.137953529411766,53.0,0.10392158235294117,1,Loss of consciousness,exact_name,mapped
DB00047||DB00073,DB00047,Insulin glargine,DB00073,Rituximab,256,50.0,6.28286986328125,557.0,0.014602550781250001,1,Neutropenic sepsis,exact_name,mapped
DB00047||DB00204,DB00047,Insulin glargine,DB00204,Dofetilide,65,30.0,7.116688169230769,80.0,0.03729601846153846,1,Hyperhidrosis,exact_name,mapped
DB00047||DB00436,DB00047,Insulin glargine,DB00436,Bendroflumethiazide,90,60.0,7.447917022222223,162.0,0.036000000000000004,1,Hyperkalaemia,exact_name,mapped
DB00047||DB00441,DB00047,Insulin glargine,DB00441,Gemcitabine,249,40.0,6.170832706827309,559.0,0.016629476867469878,1,Hepatic lesion,exact_name,mapped
DB00047||DB00605,DB00047,Insulin glargine,DB00605,Sulindac,28,30.0,7.793650357142857,38.0,0.07983191071428572,1,Asthenia,exact_name,mapped
DB00047||DB00694,DB00047,Insulin glargine,DB00694,Daunorubicin,57,30.0,8.117180175438596,75.0,0.0626566,1,Arthralgia,exact_name,mapped
DB00047||DB00760,DB00047,Insulin glargine,DB00760,Meropenem,135,80.0,9.21221962962963,265.0,0.03019941037037037,1,Respiratory failure,exact_name,mapped
DB00047||DB00853,DB00047,Insulin glargine,DB00853,Temozolomide,63,100.0,8.825252634920634,100.0,0.044091731746031745,1,Disease progression,exact_name,mapped
DB00047||DB00889,DB00047,Insulin glargine,DB00889,Granisetron,71,30.0,6.1858910281690145,94.0,0.04413142816901409,1,Neutropenia,exact_name,mapped
DB00047||DB00910,DB00047,Insulin glargine,DB00910,Paricalcitol,310,50.0,6.136680848387097,729.0,0.01469758064516129,1,Skin tightness,exact_name,mapped
DB00047||DB01005,DB00047,Insulin glargine,DB01005,Hydroxyurea,58,20.0,5.45745174137931,71.0,0.04080457586206897,1,Chronic obstructive pulmonary disease,exact_name,mapped
DB00047||DB01018,DB00047,Insulin glargine,DB01018,Guanfacine,45,20.0,6.9665217777777775,56.0,0.06913581333333334,1,Heart rate decreased,exact_name,mapped
DB00047||DB01048,DB00047,Insulin glargine,DB01048,Abacavir,69,30.0,6.759844289855073,96.0,0.03661328115942029,1,Hyperglycaemia,exact_name,mapped
DB00047||DB01065,DB00047,Insulin glargine,DB01065,Melatonin,130,40.0,6.611864730769231,209.0,0.029230757692307693,1,Erythema,exact_name,mapped
DB00047||DB01216,DB00047,Insulin glargine,DB01216,Finasteride,372,90.0,7.270586072580645,1154.0,0.014165067983870967,1,Altered state of consciousness,exact_name,mapped
DB00047||DB06228,DB00047,Insulin glargine,DB06228,Rivaroxaban,206,50.0,5.610276412621359,414.0,0.013765124660194175,1,Haemorrhagic anaemia,exact_name,mapped
DB00047||DB06335,DB00047,Insulin glargine,DB06335,Saxagliptin,342,50.0,4.494293438596491,839.0,0.009119759912280702,1,Blood glucose fluctuation,exact_name,mapped
DB00047||DB08885,DB00047,Insulin glargine,DB08885,Aflibercept,28,20.0,8.571428571428571,35.0,0.078125,1,Rectal haemorrhage,exact_name,mapped
DB00047||DB09517,DB00047,Insulin glargine,DB09517,Sodium ferric gluconate complex,58,30.0,7.837452931034483,87.0,0.05357145344827586,1,Musculoskeletal stiffness,exact_name,mapped
DB00047||DB12944,DB00047,Insulin glargine,DB12944,Phloroglucinol,30,20.0,6.647618333333333,36.0,0.052173939999999995,1,Sepsis,exact_name,mapped
DB00047||DB13136,DB00047,Insulin glargine,DB13136,Fluindione,238,70.0,7.786187584033613,715.0,0.013717810966386556,1,Subdural haematoma,exact_name,mapped
DB00047||DB14513,DB00047,Insulin glargine,DB14513,Magnesium,404,50.0,4.937772457920792,907.0,0.010393747425742573,1,Hyperkalaemia,exact_name,mapped
DB00048||DB00295,DB00048,Collagenase clostridium histolyticum,DB00295,Morphine,19,10.0,7.657894736842105,24.0,0.1148324947368421,1,Blood pressure decreased,exact_name|rxcui,mapped
DB00049||DB00188,DB00049,Rasburicase,DB00188,Bortezomib,7,10.0,7.5,9.0,0.10714282857142857,1,Pyrexia,exact_name,mapped
DB00051||DB00123,DB00051,Adalimumab,DB00123,Lysine,81,30.0,5.958353308641976,132.0,0.03133905185185185,1,Crohn's disease,exact_name,mapped
DB00051||DB00190,DB00051,Adalimumab,DB00190,Carbidopa,76,30.0,6.043683736842105,118.0,0.036967400000000004,1,Device malfunction,exact_name,mapped
